Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddressRifle
1437546,2-Jul-19,Florida,Vero Beach,2305 84th Ct,0,0,"2305 84th Ct, Vero Beach, Florida"
1437379,2-Jul-19,Tennessee,Nashville,N/A,0,0,"N/A, Nashville, Tennessee"
1437428,2-Jul-19,Indiana,Greensburg (Adams),Fisher Rd and Goff Rd,0,0,"Fisher Rd and Goff Rd, Greensburg (Adams), Indiana"
1438611,2-Jul-19,Michigan,Clinton Township,19000 Clinton River Rd,0,0,"19000 Clinton River Rd, Clinton Township, Michigan"
1439168,2-Jul-19,Florida,Bunnell,100 Dunston Estates Rd,0,0,"100 Dunston Estates Rd, Bunnell, Florida"
1438826,2-Jul-19,Ohio,Canton,1303 13th St NW,0,0,"1303 13th St NW, Canton, Ohio"
1446438,1-Jul-19,Oklahoma,Atoka,W 13th St,0,0,"W 13th St, Atoka, Oklahoma"
1439287,1-Jul-19,Colorado,Longmont,N/A,0,0,"N/A, Longmont, Colorado"
1649981,1-Jul-19,South Carolina,Aiken (county),N/A,0,0,"N/A, Aiken (county), South Carolina"
1437547,1-Jul-19,California,Bakersfield,3220 Stine Rd,0,0,"3220 Stine Rd, Bakersfield, California"
1436619,1-Jul-19,West Virginia,Hanover,Jeremiah St and US 52,0,0,"Jeremiah St and US 52, Hanover, West Virginia"
1436496,1-Jul-19,Indiana,Crown Point,6750 Rohrman Rd,0,2,"6750 Rohrman Rd, Crown Point, Indiana"
1439343,1-Jul-19,South Carolina,Heath Springs,4699 Kickturn Rd,0,0,"4699 Kickturn Rd, Heath Springs, South Carolina"
1436905,30-Jun-19,Texas,Marshall,Strickland Springs Rd,0,0,"Strickland Springs Rd, Marshall, Texas"
1437834,30-Jun-19,Arizona,Paulden,Forest Service 573 Rd and AZ 89,1,0,"Forest Service 573 Rd and AZ 89, Paulden, Arizona"
1437247,30-Jun-19,New Mexico,Albuquerque,2nd St NW and Candelaria Rd NW,1,0,"2nd St NW and Candelaria Rd NW, Albuquerque, New Mexico"
1436181,30-Jun-19,Illinois,Flossmoor,2500 block of Caddy St,0,0,"2500 block of Caddy St, Flossmoor, Illinois"
1437689,29-Jun-19,California,Palm Springs,Hwy 111 and Tipton Rd,0,0,"Hwy 111 and Tipton Rd, Palm Springs, California"
1436753,29-Jun-19,New York,Troy,Adams St,0,0,"Adams St, Troy, New York"
1435563,29-Jun-19,Wisconsin,Milwaukee,4500 block of W Wright St,1,1,"4500 block of W Wright St, Milwaukee, Wisconsin"
1437988,29-Jun-19,South Dakota,Sturgis,Vanocker Canyon Rd,0,0,"Vanocker Canyon Rd, Sturgis, South Dakota"
1435243,29-Jun-19,Arkansas,El Dorado,O'Rear Rd,0,0,"O'Rear Rd, El Dorado, Arkansas"
1439337,28-Jun-19,New York,Bronx,Webster Ave,0,0,"Webster Ave, Bronx, New York"
1434581,28-Jun-19,Florida,Cocoa,1500 block of Clearlake Rd,0,0,"1500 block of Clearlake Rd, Cocoa, Florida"
1434525,28-Jun-19,Indiana,West Lafayette,3512 Bethel Dr,0,0,"3512 Bethel Dr, West Lafayette, Indiana"
1434593,28-Jun-19,Iowa,Des Moines,1720 22nd St,1,1,"1720 22nd St, Des Moines, Iowa"
1435329,27-Jun-19,New York,Staten Island,John St,0,0,"John St, Staten Island, New York"
1434579,27-Jun-19,Pennsylvania,Brownsville,400 block of Clover St,0,0,"400 block of Clover St, Brownsville, Pennsylvania"
1433768,27-Jun-19,Ohio,Toledo,1000 block of Greenwood Ave,0,0,"1000 block of Greenwood Ave, Toledo, Ohio"
1434442,27-Jun-19,New Jersey,Newark,200 block of Garside St,0,0,"200 block of Garside St, Newark, New Jersey"
1437372,27-Jun-19,Tennessee,Nashville,Franklin Limestone Rd,0,0,"Franklin Limestone Rd, Nashville, Tennessee"
1775965,27-Jun-19,Missouri,Saint Louis,4054 Chouteau Ave,0,0,"4054 Chouteau Ave, Saint Louis, Missouri"
1434232,27-Jun-19,California,Hanford,800 block of South Phillips Ave,0,0,"800 block of South Phillips Ave, Hanford, California"
1439702,27-Jun-19,Florida,Lady Lake,1201 Avenida Central,0,0,"1201 Avenida Central, Lady Lake, Florida"
1433550,26-Jun-19,Florida,Palm Coast,Seven Wonders Trail,0,0,"Seven Wonders Trail, Palm Coast, Florida"
1431660,25-Jun-19,New York,North Tonawanda,216 Payne Ave,0,0,"216 Payne Ave, North Tonawanda, New York"
1434069,25-Jun-19,Louisiana,Bunkie,S Louisiana Ave and Keller St,0,0,"S Louisiana Ave and Keller St, Bunkie, Louisiana"
1432539,25-Jun-19,Ohio,Youngstown,300 block of Emery Ave,0,0,"300 block of Emery Ave, Youngstown, Ohio"
1432066,25-Jun-19,New Jersey,Andover,N/A,0,0,"N/A, Andover, New Jersey"
1434035,25-Jun-19,Arkansas,Fort Smith,1500 block of N 49th St,0,0,"1500 block of N 49th St, Fort Smith, Arkansas"
1431132,25-Jun-19,Georgia,Lawrenceville,234 Johnson Rd,0,0,"234 Johnson Rd, Lawrenceville, Georgia"
1436761,24-Jun-19,Michigan,Manistee (Stronach),Heather Rd,0,0,"Heather Rd, Manistee (Stronach), Michigan"
1474810,24-Jun-19,Pennsylvania,Hamburg,200 block of Memory Ln,0,0,"200 block of Memory Ln, Hamburg, Pennsylvania"
1432045,24-Jun-19,Florida,Saint Augustine,525 FL-16,0,0,"525 FL-16, Saint Augustine, Florida"
1432318,24-Jun-19,Tennessee,Memphis,N/A,0,0,"N/A, Memphis, Tennessee"
1431993,24-Jun-19,Florida,Vero Beach,1600 block of SW 22nd Ave,0,0,"1600 block of SW 22nd Ave, Vero Beach, Florida"
1432985,24-Jun-19,Maryland,Baltimore,2100 block of Braddish Ave,0,0,"2100 block of Braddish Ave, Baltimore, Maryland"
1432957,24-Jun-19,New York,Staten Island,Pleasant Plains Ave,0,0,"Pleasant Plains Ave, Staten Island, New York"
1434050,24-Jun-19,Louisiana,French Settlement,Frost Rd,0,0,"Frost Rd, French Settlement, Louisiana"
1431769,24-Jun-19,North Carolina,Lumberton,Capuano St,0,0,"Capuano St, Lumberton, North Carolina"
1429609,23-Jun-19,West Virginia,West Union,44 Pike St,0,0,"44 Pike St, West Union, West Virginia"
1429333,23-Jun-19,South Carolina,Anderson,1209 West End Ave,1,2,"1209 West End Ave, Anderson, South Carolina"
1430117,23-Jun-19,Iowa,Des Moines,N/A,0,0,"N/A, Des Moines, Iowa"
1473837,22-Jun-19,Arizona,Phoenix,N 35th Ave and W Dunlap Ave,0,0,"N 35th Ave and W Dunlap Ave, Phoenix, Arizona"
1431812,22-Jun-19,Washington,Mead,15601 N Freya St,0,0,"15601 N Freya St, Mead, Washington"
1428964,22-Jun-19,Louisiana,Shreveport,1100 block of Dudley St,1,0,"1100 block of Dudley St, Shreveport, Louisiana"
1491357,22-Jun-19,Arizona,Chandler,Chandler Blvd and Kyrene Rd,0,0,"Chandler Blvd and Kyrene Rd, Chandler, Arizona"
1432221,21-Jun-19,Florida,Eustis,N/A,0,1,"N/A, Eustis, Florida"
1430887,21-Jun-19,North Dakota,Jamestown,N/A,0,0,"N/A, Jamestown, North Dakota"
1430271,21-Jun-19,Arkansas,Helena,501 Elm St,1,0,"501 Elm St, Helena, Arkansas"
1430634,21-Jun-19,Florida,Naples,29 Covey Ln,0,1,"29 Covey Ln, Naples, Florida"
1427236,20-Jun-19,Louisiana,New Iberia,500 block of Verna Ln,0,0,"500 block of Verna Ln, New Iberia, Louisiana"
1431490,20-Jun-19,California,San Mateo (Foster City),N/A,0,0,"N/A, San Mateo (Foster City), California"
1427996,20-Jun-19,Kentucky,Louisville,Melda Ln,0,0,"Melda Ln, Louisville, Kentucky"
1427904,20-Jun-19,Ohio,Cincinnati,4870 Hunt Rd,0,0,"4870 Hunt Rd, Cincinnati, Ohio"
1435815,20-Jun-19,Illinois,Rantoul,1200 block of Aspen Dr,0,0,"1200 block of Aspen Dr, Rantoul, Illinois"
1426537,20-Jun-19,Pennsylvania,Allentown,343 Hamilton St,0,10,"343 Hamilton St, Allentown, Pennsylvania"
1426417,19-Jun-19,California,Sacramento,Redwood Ave and Edgewater Rd,1,0,"Redwood Ave and Edgewater Rd, Sacramento, California"
1427174,19-Jun-19,Missouri,Jefferson City,200 block of Belair Dr,0,0,"200 block of Belair Dr, Jefferson City, Missouri"
1427848,19-Jun-19,Michigan,Detroit,N/A,0,0,"N/A, Detroit, Michigan"
1426905,19-Jun-19,Ohio,Youngstown,250 Hilton Ave,0,0,"250 Hilton Ave, Youngstown, Ohio"
1426902,19-Jun-19,Ohio,Youngstown,484 Almyra Ave,0,0,"484 Almyra Ave, Youngstown, Ohio"
1426884,19-Jun-19,Florida,Tallahassee,1600 Old Bainbridge Rd,0,0,"1600 Old Bainbridge Rd, Tallahassee, Florida"
1425619,18-Jun-19,Mississippi,Ridgeland,Midway Ave,1,0,"Midway Ave, Ridgeland, Mississippi"
1425456,18-Jun-19,Tennessee,Fayetteville,N/A,0,0,"N/A, Fayetteville, Tennessee"
1426882,18-Jun-19,Florida,Sarasota,McIntosh Rd,0,0,"McIntosh Rd, Sarasota, Florida"
1426238,18-Jun-19,Texas,Dallas,3600 block of Cedar Lake Dr,1,0,"3600 block of Cedar Lake Dr, Dallas, Texas"
1438069,18-Jun-19,Massachusetts,Fall River,Fenner St,0,0,"Fenner St, Fall River, Massachusetts"
1428879,18-Jun-19,New York,Amsterdam,169 Rector Rd,0,0,"169 Rector Rd, Amsterdam, New York"
1424130,17-Jun-19,Texas,Dallas,1100 Commerce St,1,0,"1100 Commerce St, Dallas, Texas"
1599279,17-Jun-19,Wisconsin,Oshkosh,N/A,0,0,"N/A, Oshkosh, Wisconsin"
1425608,17-Jun-19,Missouri,Joplin,8571 Eloise Ln,1,2,"8571 Eloise Ln, Joplin, Missouri"
1426196,17-Jun-19,Wisconsin,Madison,10 block of Park Heights Ct,0,0,"10 block of Park Heights Ct, Madison, Wisconsin"
1425257,17-Jun-19,North Carolina,Sanford,364 Bailey Thomas Rd,0,1,"364 Bailey Thomas Rd, Sanford, North Carolina"
1426896,17-Jun-19,Alabama,Athens,E&L Ln,0,0,"E&L Ln, Athens, Alabama"
1425185,17-Jun-19,South Carolina,Spartanburg,Ridgedale Dr and Ammons Rd,0,0,"Ridgedale Dr and Ammons Rd, Spartanburg, South Carolina"
1424235,17-Jun-19,Illinois,Rockford,200 block of N Madison St,0,0,"200 block of N Madison St, Rockford, Illinois"
1426475,17-Jun-19,Utah,Salt Lake City,N/A,0,0,"N/A, Salt Lake City, Utah"
1426351,16-Jun-19,Massachusetts,Fitchburg,N/A,0,0,"N/A, Fitchburg, Massachusetts"
1425497,16-Jun-19,Ohio,Akron,Goodyear Blvd,0,0,"Goodyear Blvd, Akron, Ohio"
1423927,16-Jun-19,New Jersey,Newark,30 block of N Munn Ave,0,0,"30 block of N Munn Ave, Newark, New Jersey"
1423611,16-Jun-19,Louisiana,Opelousas,613 W Martin Luther King Jr Dr,1,0,"613 W Martin Luther King Jr Dr, Opelousas, Louisiana"
1424425,16-Jun-19,Pennsylvania,Union,42 Stone Church Rd,0,0,"42 Stone Church Rd, Union, Pennsylvania"
1426860,16-Jun-19,Ohio,Cleveland,2625 E 55th St,0,0,"2625 E 55th St, Cleveland, Ohio"
1421768,14-Jun-19,Florida,Fort Myers,10770 Clear Lake Loop,0,3,"10770 Clear Lake Loop, Fort Myers, Florida"
1424101,14-Jun-19,North Carolina,King,Kingsway Dr,0,0,"Kingsway Dr, King, North Carolina"
1423026,13-Jun-19,Iowa,Des Moines,4000 block of Columbia St,0,0,"4000 block of Columbia St, Des Moines, Iowa"
1421260,13-Jun-19,Tennessee,Nashville,2333 Rosa L Parks Blvd,0,1,"2333 Rosa L Parks Blvd, Nashville, Tennessee"
1427329,13-Jun-19,Texas,Willow City,15000 block of TX-16,0,0,"15000 block of TX-16, Willow City, Texas"
1422411,13-Jun-19,Massachusetts,Fall River,Lawton St,0,0,"Lawton St, Fall River, Massachusetts"
1424887,12-Jun-19,Texas,Burnet,1200 block of Co Rd 134,0,0,"1200 block of Co Rd 134, Burnet, Texas"
1420962,12-Jun-19,Mississippi,Brookhaven,2457 Grant Rd,1,0,"2457 Grant Rd, Brookhaven, Mississippi"
1424790,12-Jun-19,California,Hollister,4th St and Westside Blvd,0,0,"4th St and Westside Blvd, Hollister, California"
1420635,12-Jun-19,New York,New Rochelle,110 Washington Ave,0,0,"110 Washington Ave, New Rochelle, New York"
1527018,12-Jun-19,Iowa,West Des Moines,545 30th St,0,0,"545 30th St, West Des Moines, Iowa"
1422171,11-Jun-19,New Jersey,Trenton,200 block of Hewitt St,0,0,"200 block of Hewitt St, Trenton, New Jersey"
1419983,11-Jun-19,Connecticut,Waterbury,364 Mill St,0,0,"364 Mill St, Waterbury, Connecticut"
1419806,11-Jun-19,Iowa,Indianola,N/A,0,0,"N/A, Indianola, Iowa"
1420137,10-Jun-19,New York,New York (Manhattan),Amsterdam Ave and W 146th St,1,0,"Amsterdam Ave and W 146th St, New York (Manhattan), New York"
1418837,10-Jun-19,Oklahoma,Lawton,6300 block of NW Maple Ave,1,0,"6300 block of NW Maple Ave, Lawton, Oklahoma"
1420301,10-Jun-19,California,Gonzales,Alta St,0,1,"Alta St, Gonzales, California"
1431605,10-Jun-19,Missouri,Boone (county),N/A,0,0,"N/A, Boone (county), Missouri"
1419816,9-Jun-19,Pennsylvania,Pittston,127 Searle St,0,0,"127 Searle St, Pittston, Pennsylvania"
1418340,9-Jun-19,Texas,Channelview,15100 block of Brentwood Dr,1,0,"15100 block of Brentwood Dr, Channelview, Texas"
1421360,9-Jun-19,California,Pacifica,Fassler Ave and Roberts Rd,0,0,"Fassler Ave and Roberts Rd, Pacifica, California"
1419950,9-Jun-19,Texas,San Antonio,15200 block of Trawalter Rd,0,0,"15200 block of Trawalter Rd, San Antonio, Texas"
1418377,8-Jun-19,New Jersey,Wildwood,E Glenwood Ave,0,0,"E Glenwood Ave, Wildwood, New Jersey"
1417814,8-Jun-19,Nevada,Las Vegas,3500 block of W Torino Ave,1,1,"3500 block of W Torino Ave, Las Vegas, Nevada"
1418180,8-Jun-19,Washington,White Swan,5151 Medicine Valley Rd,5,2,"5151 Medicine Valley Rd, White Swan, Washington"
1417663,8-Jun-19,Florida,New Port Richey,Humboldt Ave and Seven Springs Blvd,1,2,"Humboldt Ave and Seven Springs Blvd, New Port Richey, Florida"
1418073,8-Jun-19,Louisiana,New Orleans,Royal St and Barracks St,0,0,"Royal St and Barracks St, New Orleans, Louisiana"
1416622,7-Jun-19,Georgia,Jonesboro,9000 block of Jenni Cir,1,0,"9000 block of Jenni Cir, Jonesboro, Georgia"
1416972,7-Jun-19,Arizona,Tucson,8000 block of N Country Home Ln,1,0,"8000 block of N Country Home Ln, Tucson, Arizona"
1417269,7-Jun-19,Indiana,Greenwood,5088 Olive Branch Rd,0,0,"5088 Olive Branch Rd, Greenwood, Indiana"
1424787,6-Jun-19,California,Ventura (Saticoy),11000 block of Nardo St,0,0,"11000 block of Nardo St, Ventura (Saticoy), California"
1417277,6-Jun-19,California,Fresno,N Glenn Ave and E Floradora Ave,0,0,"N Glenn Ave and E Floradora Ave, Fresno, California"
1417065,6-Jun-19,North Carolina,Winterville,Knox St,0,0,"Knox St, Winterville, North Carolina"
1419391,6-Jun-19,New York,Rochester (Greece),N/A,0,0,"N/A, Rochester (Greece), New York"
1415494,5-Jun-19,Colorado,Pine,13000 block of S Cedar Cir,0,0,"13000 block of S Cedar Cir, Pine, Colorado"
1415726,5-Jun-19,Ohio,Sandusky,6500 block of Hayes Ave,0,0,"6500 block of Hayes Ave, Sandusky, Ohio"
1414814,5-Jun-19,North Carolina,Winston Salem (Winston-salem),US 421 and Peters Creek Pkwy,0,0,"US 421 and Peters Creek Pkwy, Winston Salem (Winston-salem), North Carolina"
1417074,5-Jun-19,Texas,Waco (Lacy Lakeview),100 block of Crescent St,0,0,"100 block of Crescent St, Waco (Lacy Lakeview), Texas"
1416472,5-Jun-19,Florida,Sebastian,100 block of Miller Dr,0,0,"100 block of Miller Dr, Sebastian, Florida"
1415354,5-Jun-19,Delaware,Laurel,36000 block of Waycross Rd,0,0,"36000 block of Waycross Rd, Laurel, Delaware"
1417087,4-Jun-19,Texas,Victoria,3300 block of Port Lavaca Dr,0,0,"3300 block of Port Lavaca Dr, Victoria, Texas"
1414576,4-Jun-19,Florida,Indialantic,200 Block of Avenida De La Vista,1,1,"200 Block of Avenida De La Vista, Indialantic, Florida"
1416255,4-Jun-19,Texas,Dallas,3550 St Francis Ave,0,0,"3550 St Francis Ave, Dallas, Texas"
1416217,3-Jun-19,Arkansas,Fort Smith,1400 block of S D St,0,0,"1400 block of S D St, Fort Smith, Arkansas"
1413678,3-Jun-19,Pennsylvania,Philadelphia,Emerald St and Clarence St,0,1,"Emerald St and Clarence St, Philadelphia, Pennsylvania"
1412651,2-Jun-19,Vermont,Derby,Holland Rd,0,0,"Holland Rd, Derby, Vermont"
1425385,2-Jun-19,Alabama,Anniston,1716 Hillyer Robinson Industrial Pkwy,0,0,"1716 Hillyer Robinson Industrial Pkwy, Anniston, Alabama"
1412522,2-Jun-19,Tennessee,Memphis,3600 block of Queensland Dr,1,1,"3600 block of Queensland Dr, Memphis, Tennessee"
1499408,2-Jun-19,Indiana,Warsaw,N/A,0,0,"N/A, Warsaw, Indiana"
1412390,2-Jun-19,New Jersey,Saddle River (Upper Saddle River),N/A,0,0,"N/A, Saddle River (Upper Saddle River), New Jersey"
1411855,1-Jun-19,Georgia,Cartersville,Gray Rd NW & Old Rudy York Rd NW,3,0,"Gray Rd NW & Old Rudy York Rd NW, Cartersville, Georgia"
1415505,1-Jun-19,Pennsylvania,East Stroudsburg,99 Lower Lakeview Dr,1,0,"99 Lower Lakeview Dr, East Stroudsburg, Pennsylvania"
1413076,1-Jun-19,Tennessee,New Tazewell,Nell St,0,0,"Nell St, New Tazewell, Tennessee"
1431407,1-Jun-19,Alabama,Pinehill,N/A,0,1,"N/A, Pinehill, Alabama"
1557504,1-Jun-19,Iowa,Cedar Rapids,N/A,0,0,"N/A, Cedar Rapids, Iowa"
1411877,1-Jun-19,Pennsylvania,Pittsburgh,7505 Ellesmere Ave,1,2,"7505 Ellesmere Ave, Pittsburgh, Pennsylvania"
1413210,31-May-19,South Carolina,Winnsboro,300 block of Holly St,0,0,"300 block of Holly St, Winnsboro, South Carolina"
1411265,31-May-19,Colorado,Pueblo,800 black of E 2nd St,0,0,"800 black of E 2nd St, Pueblo, Colorado"
1410799,31-May-19,Michigan,Warren,11200 block of Hupp Ave,1,0,"11200 block of Hupp Ave, Warren, Michigan"
1413329,31-May-19,Maryland,Brooklyn (Brooklyn Park),5000 block of Patrick Henry Dr,0,0,"5000 block of Patrick Henry Dr, Brooklyn (Brooklyn Park), Maryland"
1409900,30-May-19,Indiana,Indianapolis,Georgetown Rd and W 79th St,0,0,"Georgetown Rd and W 79th St, Indianapolis, Indiana"
1410897,30-May-19,North Carolina,Greensboro,Carolwood Dr,0,0,"Carolwood Dr, Greensboro, North Carolina"
1410715,30-May-19,California,Gilroy,7200 block of Princeton Pl,0,0,"7200 block of Princeton Pl, Gilroy, California"
1410564,30-May-19,Ohio,Columbus,Christopher Park Ln,0,0,"Christopher Park Ln, Columbus, Ohio"
1410352,30-May-19,California,Fresno,5500 block of W Weathermaker Ave,0,0,"5500 block of W Weathermaker Ave, Fresno, California"
1426638,30-May-19,Maryland,Finksburg,2400 block of Bollinger Mill Rd,0,0,"2400 block of Bollinger Mill Rd, Finksburg, Maryland"
1409943,29-May-19,Nebraska,Lincoln,1755 N 32nd St,0,0,"1755 N 32nd St, Lincoln, Nebraska"
1411176,29-May-19,Nebraska,Lincoln,1245 S 44th St,0,0,"1245 S 44th St, Lincoln, Nebraska"
1411863,29-May-19,California,San Bernardino,655 E 3rd St,0,0,"655 E 3rd St, San Bernardino, California"
1410772,29-May-19,Washington,Seattle,6000 block of Martin Luther King Jr Way S,0,0,"6000 block of Martin Luther King Jr Way S, Seattle, Washington"
1409517,29-May-19,Florida,Fort Myers,5500 block of 10th Ave,0,0,"5500 block of 10th Ave, Fort Myers, Florida"
1410420,29-May-19,Louisiana,Baton Rouge,Florida Blvd,0,0,"Florida Blvd, Baton Rouge, Louisiana"
1409299,29-May-19,Maryland,Baltimore,4403 Pimlico Rd,0,0,"4403 Pimlico Rd, Baltimore, Maryland"
1408403,28-May-19,Pennsylvania,Altoona,Deerfield Ln,0,0,"Deerfield Ln, Altoona, Pennsylvania"
1407761,28-May-19,Kansas,Topeka,306 SE Golden Ave,0,0,"306 SE Golden Ave, Topeka, Kansas"
1963473,28-May-19,New Mexico,Lovington,300 block of E Ave A,1,0,"300 block of E Ave A, Lovington, New Mexico"
1409463,28-May-19,Indiana,Kokomo,500 block of Essex Dr,0,0,"500 block of Essex Dr, Kokomo, Indiana"
1409279,28-May-19,Maryland,Brooklyn,5500 block of Ritchie Hwy,0,0,"5500 block of Ritchie Hwy, Brooklyn, Maryland"
1408168,28-May-19,Mississippi,Guntown,Co Rd 2346,0,0,"Co Rd 2346, Guntown, Mississippi"
1406793,26-May-19,Alabama,Mobile,3050 Richmond Dr,1,0,"3050 Richmond Dr, Mobile, Alabama"
1406560,26-May-19,Alabama,Elmore,300 block of Lucky Town Loop,1,0,"300 block of Lucky Town Loop, Elmore, Alabama"
1406685,26-May-19,Pennsylvania,Coplay,31 N Front St,0,0,"31 N Front St, Coplay, Pennsylvania"
1405445,26-May-19,District of Columbia,Washington,3509 Wheeler Rd SE,1,3,"3509 Wheeler Rd SE, Washington, District of Columbia"
1406246,26-May-19,Tennessee,Antioch,Bridgecrest Dr,0,0,"Bridgecrest Dr, Antioch, Tennessee"
1498914,26-May-19,Wisconsin,Polk (county),N/A,0,1,"N/A, Polk (county), Wisconsin"
1409975,25-May-19,North Dakota,New Salem,N/A,0,0,"N/A, New Salem, North Dakota"
1409755,25-May-19,Arkansas,Little Rock,2900 block of Albert Pike,0,0,"2900 block of Albert Pike, Little Rock, Arkansas"
1407741,25-May-19,Nebraska,Lincoln,3144 R St,0,0,"3144 R St, Lincoln, Nebraska"
1407893,25-May-19,Missouri,Saint Louis,6497 Chippewa St,0,1,"6497 Chippewa St, Saint Louis, Missouri"
1407525,25-May-19,Ohio,Cambridge,Bloomfield Rd,0,0,"Bloomfield Rd, Cambridge, Ohio"
1406156,25-May-19,Florida,Palm Coast,85 Farragut Dr,1,0,"85 Farragut Dr, Palm Coast, Florida"
1404571,24-May-19,Florida,Vero Beach,I-95,1,0,"I-95, Vero Beach, Florida"
1404860,24-May-19,South Carolina,Effingham,900 block of Alligator Rd,0,0,"900 block of Alligator Rd, Effingham, South Carolina"
1413721,24-May-19,Maryland,Salisbury,500 block of Dover St,0,0,"500 block of Dover St, Salisbury, Maryland"
1411134,24-May-19,Florida,West Palm Beach,Beech Rd,0,0,"Beech Rd, West Palm Beach, Florida"
1403992,23-May-19,Iowa,Iowa City,700 block of Michael St,1,0,"700 block of Michael St, Iowa City, Iowa"
1404828,23-May-19,South Carolina,Charleston (James Island),Honeyhill Rd,0,0,"Honeyhill Rd, Charleston (James Island), South Carolina"
1404238,23-May-19,Texas,De Berry,Co Rd 3151,1,1,"Co Rd 3151, De Berry, Texas"
1403945,23-May-19,Pennsylvania,Sharon,1239 Cedar Ave,1,0,"1239 Cedar Ave, Sharon, Pennsylvania"
1402021,22-May-19,Tennessee,Jasper,5 Oak Ave,0,1,"5 Oak Ave, Jasper, Tennessee"
1403284,22-May-19,Missouri,Columbia,N/A,0,0,"N/A, Columbia, Missouri"
1404388,22-May-19,Arizona,Globe,US-60,0,0,"US-60, Globe, Arizona"
1403191,22-May-19,Utah,Box Elder (county),I-84,1,1,"I-84, Box Elder (county), Utah"
1403833,22-May-19,North Carolina,Sneads Ferry,Old Folkstone Rd,0,0,"Old Folkstone Rd, Sneads Ferry, North Carolina"
1405992,22-May-19,Pennsylvania,Tyrone,Madison Ave,0,0,"Madison Ave, Tyrone, Pennsylvania"
1402606,22-May-19,New Jersey,Newark,N/A,0,0,"N/A, Newark, New Jersey"
1408082,22-May-19,Texas,San Antonio,5900 block of Lost Creek,0,0,"5900 block of Lost Creek, San Antonio, Texas"
1403069,22-May-19,North Carolina,Marion,N/A,0,1,"N/A, Marion, North Carolina"
1401648,21-May-19,Maine,Auburn,185 Main St,1,0,"185 Main St, Auburn, Maine"
1405857,21-May-19,Illinois,Decatur,1500 block of E Grand Ave,0,0,"1500 block of E Grand Ave, Decatur, Illinois"
1400302,20-May-19,Florida,Miami Gardens,NW 204th St and 23rd Ct,1,0,"NW 204th St and 23rd Ct, Miami Gardens, Florida"
1401374,20-May-19,New Hampshire,Raymond,3 Welch Ln,0,0,"3 Welch Ln, Raymond, New Hampshire"
1400555,19-May-19,Ohio,Toledo,1500 block of Buckingham St,0,0,"1500 block of Buckingham St, Toledo, Ohio"
1400102,19-May-19,North Carolina,Raleigh,6045 Bellow St,0,0,"6045 Bellow St, Raleigh, North Carolina"
1401904,19-May-19,Florida,Marathon,200 block of 51st St,0,0,"200 block of 51st St, Marathon, Florida"
1399997,19-May-19,Illinois,Rockford,748 Gabriela Court,0,0,"748 Gabriela Court, Rockford, Illinois"
1400540,19-May-19,Ohio,Toledo,Ewing St and Nebraska Ave,1,0,"Ewing St and Nebraska Ave, Toledo, Ohio"
1400727,19-May-19,Nebraska,Lincoln,3600 block of X St,0,0,"3600 block of X St, Lincoln, Nebraska"
1400243,18-May-19,Indiana,Kokomo,S Webster St and W Alto Rd,0,0,"S Webster St and W Alto Rd, Kokomo, Indiana"
1403885,18-May-19,West Virginia,Clarksburg,Mayflower Ln,0,0,"Mayflower Ln, Clarksburg, West Virginia"
1400626,18-May-19,Utah,Ogden,425 Park Blvd,0,0,"425 Park Blvd, Ogden, Utah"
1401339,17-May-19,New York,Hinsdale,Pennsylvania Rd,0,0,"Pennsylvania Rd, Hinsdale, New York"
2011251,17-May-19,Illinois,Galesburg,Iowa Ct,0,0,"Iowa Ct, Galesburg, Illinois"
1398838,17-May-19,Massachusetts,Reading,I-93,0,0,"I-93, Reading, Massachusetts"
1397793,17-May-19,Ohio,Circleville,121 W Ohio St,0,0,"121 W Ohio St, Circleville, Ohio"
1399944,17-May-19,Florida,Okeechobee,7800 block of NW 86th Ct,0,0,"7800 block of NW 86th Ct, Okeechobee, Florida"
1398504,17-May-19,Connecticut,Waterbury,209 Wolcott St,0,0,"209 Wolcott St, Waterbury, Connecticut"
1397175,16-May-19,Colorado,Denver,7620 Greenwood Blvd,0,0,"7620 Greenwood Blvd, Denver, Colorado"
1396904,16-May-19,Tennessee,Memphis,800 block of Breedlove St,0,2,"800 block of Breedlove St, Memphis, Tennessee"
1399976,16-May-19,Florida,Baker,Dead End Rd,0,0,"Dead End Rd, Baker, Florida"
1397003,16-May-19,Delaware,Bear,700 block of Pulaski Hwy,0,0,"700 block of Pulaski Hwy, Bear, Delaware"
1398505,16-May-19,Tennessee,Cordova,7935 Club Dr,0,1,"7935 Club Dr, Cordova, Tennessee"
1397407,16-May-19,Colorado,Colorado Springs,4200 block of N Nevada Ave,0,0,"4200 block of N Nevada Ave, Colorado Springs, Colorado"
1399803,15-May-19,Pennsylvania,New Castle,1337 Patterson Rd,0,0,"1337 Patterson Rd, New Castle, Pennsylvania"
1398909,15-May-19,Maine,Lebanon,Heath Rd,0,0,"Heath Rd, Lebanon, Maine"
1396643,15-May-19,Oregon,Donald,10791 Oak St,0,0,"10791 Oak St, Donald, Oregon"
1395014,14-May-19,Louisiana,New Orleans (Jefferson),2812 Clermont St,1,2,"2812 Clermont St, New Orleans (Jefferson), Louisiana"
